Yorum,Duygu
Ürünü 2022 mart ya da Nisan ayýnda almýþtým baþlangýçtan daha mavi ekran hatalarý veriyordu fakat pek önemsemedim ancak aðustosun son haftasý güncelleme dahi almadýðý için yetkili servise verdim sonuç olarak SSD  anakart ve bataryasý dahil olmak üzere 3 parçasýnýn da deðiþimi gerekiyor hatalý parçalar olduðu için ,0
Aldýðým gibi iade etmek istemiþtim fakat kutusu açýldýðý için iade almadýlar  Satýcý fazlasýyla zorluk çýkardý  Ama yorumlarý okuyunca görüyorum ki ýþýk sýzmasýndan iade alanlar var  Sonuçta ýþýk sýzmasýný gördükleri için de paket açýlmýþ oluyor onlarý nasýl alýyor da benimkini alamýyor anlamýyorum  Param ile rezil oldum kötü bir ürün kullanmak zorunda kaldým,0
Ýnanýlmaz gürültülü,0
Hemen aþýrý ýsýnýyor ve bir saat içinde þarj bitiyor,0
Ürünü aldým ekranda ýþýk sýzmasý vardý çok rahatsýz etmiyordu ama 2 gün sonra daha da çoðaldý ilginç bir þekilde zaten kasa tamamen plastik ýsýnma çok fazla yaþanýyor bi kaç sene kullanýma dayanmaz ben iade ettim saðolsun satýcý hiç sormadý hemen para iadesi yaptýlar demek ki bu sorunla daha öncede karþýlaþtýlar demek o ki bu paralara daha iyi cihazlar alýnabilir,0
ekranda ýþýk sýzmasý var tavsiye etmem  satýcý ilgilenmiyor  soru bile soramýyorsunuz ,0
Ekran suzmesi var aþýrý derece ýsýnýyor sogutu kullandýðým halde bataryasý çabuk bitiyor,0
Ürün ekranýnda ýþýk sýzmasý var deðiþim talep edeceðim,0
Ekran Bozuk Geldi   Bundan Kaynaklý Ýade Ettim ,0
Donma kasma yapýyor,0
Ürün geldi fakat ekranda ýþýk sýZmasý olduðu için geri iade ettik satýcýnýn ilgisi güzel,0
Ekranda ýþýk süzmesi var çok sinir bozucu,0
Ekran görüntüsü bozuk çýktý iade ettim,0
ekranda ýþýk sýzdýrmalarý var satýcý ile iletiþim kuramýyorum,0
Batarya veya gönderdikleri þarj aleti gayet kötü laptop habire ýsýnýyor  Nasýl gaming anlamadým yani ben mimarlýk okuyorum o yüzden aldým ama mimari programlarý açarken kasýyor hemde ciddi ciddi kasýyor oyunlarda da kasýyor yani anlamadým 29 k lik laptop ama yani o kadar da iyi deðil ben þahsen memnun deðilim  Herkese hayýrlý günler,0
Fiyat konusundaki tututarlýlýðýnýz akaryakýt fiyatýyla yarýþýr cinste,0
Ürün sol orta kýsmýnda kýrmýzý ölü pixeller bulunmakta iade deðiþim talep ettim,0
Ürünün garantisi 4 ay önce baþlamýþ,0
9 Aydýr kullanýyorum hiç bir sorun yok   Çizim programlarýný da rahat kaldýrýyor  Tavsiye ederim ,1
Çok hýzlý bir bilgisayar açýlma süresi yaklaþýk 10 saniye Ve hediye mause için gti biliþime teþekkür ederim,1
Ofis Mühendislik veya Oyunlar için orta düzey bir bilgisayar biraz upgrade ile ortalamanýn biraz üzerine çýkýlabilir  Ekran kalitesi ekran geniþliði güzel hafif ve ince bir bilgisayar  Çok kullanýþlýlýðý isteðe göre deðiþir ama fiyat ve performans uyumu için düþünenler için ideal  Çok ileri düzey Grafik Mühendislik simülasyon oyun vs gibi düþünmeyenlere gerek yok  Bu bilgisayar günümüz þartlarýna senkronize iþiniz her türlü görülür  Arttýrýlabilir ram bellek her bir slot için 32 gb ddr4 max 3200 ghz m 2 ssd keþke pcle4 olsaydý asla m 2 ssd upgrade etmeyin üzerindeki iyi  Ses durumuna gelince kalitesi iyi deðil kulaklýk çýkýþýyla ses iyi deðil fakat bluetooth kulaklýk ile bu sorun aþýlýr  Bilgisayar genel anlamda iyi  Satýcý ise iyi kargo paketlemeyi iyi yapmýþ teþekkürler ,1
Kargo hýzlý ve saðlamdý  Þuanki piyasada bu fiyatlara alabileceðiniz en iyi laptop diyebilirim  Windows 11 kurarken sürücüleri görmüyor ancak kýsa bir iþlemle halledilebiliyor  Ürünün tek sýkýntýsý þarj adaptorü yetersiz kalýyor  birçok kiþi lenovodan 170w adaptor talep ettiðinde yardýmcý olmuþlar  Bakalým en kýsa zamanda bende iletiþime geçeceðim ,1
Ürün tam bir performans canavarý alýrken MSI Gf 63 ile arasýnda kalmýþtým bi arkadaþýmýn tavsiyesine uydum iyi bir seçim olmuþ,1
ürün elime birgün sonra ulaþtý satýcýya gerçekten çok teþekkür ederim  oðluma doðum günü hediyesi aldým çok beðendi  onun gözlerindeki mutluluk bana yeter  format atarken hdd görünmüyor ufak bir ayarla düzeliyor ,1
Ürünü anlatmaya gerek bu fiyat araliðýnda alabileceðiniz mükemmel bir hem oyun hem çalýþma bilgisayari olarak kullaniyorum mimari programlar kullandigim icin sagladigi pergormans cok iyi Bilgisayara kurulum yaparken ilk baþta ssd gormedi zaten gonderici firmada bu konu ile ilgili kutunun uzerine not dusmus lenovo cagri merkezini arayarak usb ile driver yukleyerek 5 dakikada hallettik Kutu iceriginde kendine ait kablolu lenovo gaming mouse cikmasida ayrica bir hos oldu Gönderici firmaya cok tesekkur ediyoruz hayatimda aldigim en hizli kargo ,1
Roket gibi bilgisayar  Çok memnunum  Sadece usb giriþleri saðda olduðu için mouse ve klavye kablolarý mouse kullandýðýnýz yere denk geliyor rahatsýz ediyor  Ben yükseltici kullandýðým için bu sorunu çözdüm ,1
Ürünü salý günü sipariþ verdim ve Ýstanbul dýþýnda olmama raðmen perþembe günü teslim aldým  Gayet güzel paketlenmiþti  Ürün dýþ görünüþ olarak oldukça zarif bir ürün  Freedos olmasýndan dolayý iþletim sisteminin kurulumunu kendiniz yapmanýz gerekiyor  Ama ben kurulum yaparken windows ssd harddiski görmedi ekstra sürücüleri yükleme yapmam gerekti  Sanýrým intel ile alakalý bir durummuþ panik yapmayýn çözümü çok basit  Ayrýca hediye olarak gelen mouse için teþekkür ederim ??,1
Ürün çok iyi  kargo süresi mükemmel  Mouse hediyesi de ürün içerisinde bulunuyor  Free Dos geldiði için windows kurmadan evvel SSD görünmüyor bunun içinde intel storage driver yüklemek yeterli oluyor  Ürün adýna tek eksi taraf lenovo nun sitesinde garanti süresinin çoktan baþlamýþ olduðunu göstermesi  Satýcýya teþekkürler  ,1
Guzel kaliteli urun fiyat oynamasi can sýkýyor,1
Yaklaþýk 1 haftadýr kullanýyorum mimari/mühendislik programlarý için aldým inanýlmaz hýzlý çok memnunuz ekran kartý kalitesi olsun bilgisayarýn sade tasarýmý olsun harika,1
Oldukça güzel bir bilgisayar fiyatýna göre gayet iyi þuan kullanýyorum bir problem yaþamadým ,1
Oðluma aldým çok beðendi  Görüntü aðýrlýk ve dizayn olarak çok beðendi  Kullaným ve batarya konusu zamanla anlaþýlacak  Kurulumunu kendimiz yaptýk kolay oldu ,1
Fiyatý makul iken aldýk  Çok güzel kullanýþlý bir pc  Hem mimarlýk hem de günlük iþler için ideal ,1
Paketleme muhteþem  Kargo ayný gün  Ürün ertesi gün evde  Mükemmel hizl teslimat Kýrýkkale   Satýcýya çok teþekkürler,1
sadece 135 w yetmiyor oda çok sýkýntý yaratmýyor 5 saat fifa 23 den sonra 91 e düþtü þarj,1
Çok memnun kaldým,1
Ekranýn 15 6 inc olmasý haricinde herhangi bir sorunu yok gayet kibar ve baþarýlý bir cihaz,1
Çok araþtýrdýk  piyasadaki en iyilerden  memnunuz ,1
Çok güzel bir ürün  Ben beðendim ,1
Teþekkürler elinize saðlýk güzel kaliteli bir bilgisayar göndermiþsiniz ,1
Efsane,1
Pc gayet güzel  Kullaným tercihlerinizde oyun oynamak öncelikli deðilse fazlasýyla memnun kalacaðýnýzdan þüpheniz olmasýn  Teknik özelliklerine deðinmeyeceðim zaten burada mevcut  Ýlk izlemim olarak bir þeyler söylemek gerekirse premium hissettiriyor  Hafif ve þýk  Ses kalitesi sizi þaþýrtabilir çünkü son sese almanýza gerek bile kalmayacak  O kadar çok çýkýyor  Klavyesi gayet iyi  Þarjý sabahtan beri kullanýyorum henüz bitmedi  Fotoðraflarý býrakýyorum fikir edinebilirsiniz ,1
"Ürünü ilk satýn aldýðýmda ölü pixel ile karþýlaþtým  Hepsiburada çok hýzlý bir þekilde deðiþim yaptý  Ürünü giriþ seviyesine göre deðerlendirmek gerekirse, ips paneli  ekran kasa oraný  hafifliði ve tasarýmý olarak oldukça baþarýlý  Çift hoparlörü þaþýrtýcý bir þekilde tatmin etti beni  Parmak izi okuyucusu çok hýzlý çalýþýyor  Windows içinde gelen huawei yazýlýmlarý oldukça hýzlý ve stabil çalýþýyor  ",1
Ürün çok ince ve çok þýk bir tasarýmý var  malzeme kalitesi fiyatýna göre çok iyi  taþýnabilirlik açýsýndan çok avantajlý  çok hýzlý açýlýp kapanýyor bilgisayardaki iþlerinizi hýzlý bir þekilde yapabiliyorsunuz  görüntü kalitesi çok güzel  ses seviyesi beklediðimden fazla ve gayet yeterli ayný zamanda ses kalitesi çok iyi  boyut olarak bir kitaptan azýcýk büyük  özetle ben çok beðendim ,1
Tam bir iþ bilgisayarý ,1
Cihazýn batarya kullaným kapasitesi çok iyi deðil  basit office iþlemleriyle dört-beþ saati anca görüyor ve bu iþlemlerde bile hafif ýsýnýyor  Oyunda daha çok ýsýnacaktýr  Þarjda kullanýmda ýsýnma problemi daha belirgin  D14 2023'ten 100 gr daha aðýr  Teknik açýdan baþka fark bulamadým açýkçasý  Bu cihaz mayýs  D14 2023 aðustos çýkýþlý  Çok paylaþým olmamýþ bu konuda  Onun dýþýnda þýk  ince  hýzlý bir makine  Sadece office programlarýný kullandýðým ve bilgisayarý ev dýþýnda taþýdýðým için benim için ideal  Ekran klavyesi ýþýðý olmamasý sorun edilmiþ ama zaten ekran ýþýðý klavyeyi aydýnlatýyor  Klavyeye bakmadan yazýlýyor genelde  Benim için eksi deðil  Rengi ve kasasý çok hoþ  Bence tek sýkýntýsý batarya kullaným süresi ve ýsýnmasý  Ayrýca þarj aletinin kablosu da kýsa ,1
Bu özelliklere bu fiyat cidden baþka yerde yok çok memnun kaldým  þarj kablosu kýsa sadece sorunum o oldu  Bir de Office programlarýný çalýþtýrma sýrasýnda bir beyaz ekran çýkarýyor lisanslama problemi verdi ancak öðrenci mailim ile hallettim bu sorunu  Þu ana kadar gözlemlediðim kadarýyla þarj sýrasýnda çabuk ýsýndýðýný fark ettim fakat bir problem çýkarmadý  genel anlamda memnunum  Kargo ile de sorunsuz ve hýzlý geldi  tahmini gösterdiði tarihten erken geldi ,1
Ürün güzel fiyatýna göre gayet iyi 27 Aðustos 2023 tarihi itibariyle 18000 e aldým  Hýzý iyi bataryasý 2  ekran takmama raðmen 8 saat rahat götürdü  Eleþtirilerim klavyeye olacak  klavyede ýþýk yok ve her ne kadar klavyeye bakmadan yazsam da geceleri insan klavye ýþýðý istiyor  bir de bu laptoplarýn daha çok yazý yazma vs iþlerinde kullanýlacaðýný söylersek klavyedeki en çok kullanýlan tuþlardan olan aþaðý ve yukarý yön ok tuþlarý yarým tuþ boyutunda bu da satýrlar arasý kaydýrýrken hoþ olmuyor  son eleþtirim de donanýmlar hakkýnda yetersiz bilgi olmasý  örneðin 512 gb ssd denmiþ ancak okuma hýzý yazma hýzý vs ne  ana kartý hakkýnda hiç bilgi yok  ana karta ilerde ssd veya ram takmak istesem takabilecek miyim bu tarz bilgiler yok  1 puaný bu 3 sebepten kýrýyorum  bu arada kargo da hýzlýydý ,1
Çok þýk bi cihaz donaným özelliklerine göre fiyatý da gayet uygun pili de uzun süreler gidiyor,1
Önceliðim 14 inc ebat laptop idi Kullanim amacým ev için günlük kullaným Bildindik markalar icerisinde fiyat performans olarak gayet iyi seviyede Bu fiyat bandindan 3-4 bin uyguna laptoplar var fakat 11 nesil  cpumark testlerinde 11  Nesilin önünde p serisi h serisi ile u serisi arasinda H serisi bu modelin 16 incliginde var fiyati 5 000 daha fazla Taþýnabilir olarak kullanacaksaniz 14 inc þaþmayýn Cok pratik Klavyede ýþýk konusu keyif kaçýrýyor fakat genel olarak iyi Kargolama iyiydi,1
Dün gelen ürün þarjý cok gec dolmakla beraber aþýrý ýsýnma yapýyor dolma esnasýnda doldurmayadabiliyor ara sýra sarj aletinde bir sorun var,0
Pili hýzlýca boþaldý  Ürünü Hepsiburada satýcýsýndan almama raðmen iade sürecim oldukça zor ilerliyor  Belki de ilerlemiyor  Muhatap bulamýyorum  Sitede yer alan Huawei yetkili servis bilgisi yanlýþ  Umarým diðer müþteriler maðdur olmaz,0
ürün iyi fakat arada menteþeden çat çut sesler geliyor,0
Parlak ekran deðil tuþlar basit kalitesiz,0
Beþ para etmez hiç açýlmadý sfýr geldi ama kimse çalýþýp calýþmadýgýný kontrol etmiyor mu ben böyle birþey görmedim,0
Ürün özellikleri tam istediðim gibi fazla para vermeye gerek yok güzel bir ürün tavsiye ederim teþekkürler hepsi burada com,1
Ömür boyu bakým ücretsiz daha ne olsun remi kendiniz takarsanýz garantisi bozulmuyor Mükemmel bir bilgisayar kendi fan uygulamasý var oradan falan açýp kapatabilirsiniz otomatiði alabilirsiniz kaldýramayacaðý oyun yok ya,1
Ýndirimden aldým  Henüz geleceði satýn alacak durumda deðiliz  Ýki nesil önceki iþlemci  oyunlarda hiçbir sorun çýkartmadý  Beamng Drive  GTA V gibi oyunlarda hiç kasma olmadý  En az 5 yýl  üzmeden çalýþacak bir makina hissi var  Ekraný açarken kasa da açýlýyor  tek el açmak imkansýz  Adaptör yassý ve ideal boyutlarda  Fan sesi biraz yüksek geldi daha önce hiç gamer pc kullanmadým  Fiyat Performans ürünü  Yerli ve servisinin olmasý güven veriyor  SSD ve RAM kapasitesi ideal  Büyük ihtimal aldýðým fiyata alamayacaksýnýz  umarým indirimden yakalayabilirsiniz ,1
1Önce eksikliðinden bahsedeyim  Kasasý plastik ve aþýrý parmak izi topluyor  Geriye kalan herþeyi ile þuan için mükemmel  Yanýnda gönderilen çantasý da ayný þekilde çok güzel ,1
Ürün gerçekten f/p ürünü Ben 07 07 2023 tarihinde indirimle beraber 22 800e almýþtým bugun elime ulaþtý Bu 2 monster alýþým ilkini iade etmiþtim Cihaz üzerinde 2adet crucial 16gb ram var Fan sesi doðal olarak biraz çýkýyor Baþka marka model cihazlarýn ayný konfigürasyondaki cihazlarýna daha fazla para vermeye gerek yok bence Abra A5 kasalarýn çoðunda leke mevcut gibi(Kasa birleþim yerinde)Cihaz parasýný hak ediyor Henüz oyunlarda test etmedim ama performanslý olacaðý belli þimdiden Windows 11 kurulumu yaptým farký hissettim ,1
Yazýlým ve proje geliþtirme için kullanacaðýmdan dolayý benim için gayet yeterli  ayrýca tüm oyunlarý da oynayabileceðim bir donaným seviyesine sahip  iki üç katý paralara diðer markalara yönelmek yerine tercih edilebilir,1
Ürün çok iyi gönül rahatlýðýyla alabilirsiniz tereddüt etmenize gerek yok   Oynayamadýðým hiç bir oyun olmadý   Herhangi bir donma felan yasamadým   Görüntü kalitesi muazzam tam bir fiyat performans ürünü  Ben aldýktan sonra iþ yerinden 3 tane daha arkadasým aldý herkes memnun,1
ürünü aldým sadece 1 kez þarja taktým çýkardým tekrar kullandýðýmda sarj aleti çalýþmadý kontrol ettirdim adaptör bozukmuþ  maksimum 1 saat kullanabildim  þarj takýlý olmadýðý halde prize takýlý gözüküyordu bilgisayarda  iade talebi oluþturdum  1 saat bakýcam diyorsanýz alýn  siz bilirsiniz,0
Arkadaþlar bu benim 2  yorumum  Eðer herhangi bir problem olursa yazarým demiþtim  Laptop þarja takýlýyken kullanmaya çalýþýrsanýz Touchpad'in etrafýndaki alandan tamamiyle elektrik kaçýrýyor  Denemek isteyen arkadaþlar þarja takýp ellerini touchpad çevresinde ki boþ yerlere koyabilirler ,0
Ses sorunu var,0
26500 TL'ye ürün aliyon adaptör bozuk cikiyo deðiþim talep ediyon servis görmesi gerekiyormus  Daha yeni açtýðým ürünü incelesinler bakayim  Uzak duracagim firmalar arasýna girdi,0
Aldýgýma piþmaným  normal office modunda bile 3500 rpmde çalýþýyor oyunlarda ise bu 5000 e kadar çýkýyor böyle giderse 1 sene dayanmaz fanlar ayrýca kafasýna göre birden 4500e sonra 3500 e iniyor bunun manuel ayarlanmasýda yok dýþarda kullanmayý býrak evde bile kullanama insan konuþtugunuz duyulmuyor  saðolsun müþteri hizmetlerinin verdiði cevap þu 'sogutmak için' öyleymiþ  Ýade edicem yoksa geri kalan özellikleri yeterli düzeyde ama elimde kalcagýnýn farkýna vardým ,0
Video render için aldým fakat çok basit bir video render'inde 1 saat gibi bir süre vermedi beni çok üzdü belki oyun için iyidir bilemem ama video render gibi iþ yapacak olanlara kesinlikle tavsiye etmiyorum  Ýade iþlemlerine baþlýyorum   Umarým iade alýrlar  ,0
ürün bileþen olarak iyi ama birden fazla tuþa basýnca algýlamýyor cok degýsýk býr sorun anlatýlmaz deneyýmlemek lazým ve asýrý ýsýnýyor alacaklarýn býlgýsý olmasý lazým ýslemcý hýzý dusuyor malesef sogutmasý basarýsýz,0
Ürün 144 h yazýyor fakat bana gelen 64 h olarak görünüyor en kýsa zamanda ürün deðiþimi istiyeceðim yazan ile gönderilen ayný degil görüntü ile alakali Casper i aradým güncelleme yapým diyor güncelleme yapýlýnca 64 h nasýl 144 h çýkacak onuda anlamadým,0
25 k aldým öncelikle alacak arkadaþlar fan sesi aþýrý fazla ve iþlemci dar boðaz yapýyor metal diyor ama sert plastik kasasý 25 fazla alýnmaz ekran kartý da 100w,0
Ürün çok dandik bir plastikten yazýlmýþ çýt kýrýldým aman dikkat  Batarya performansý yok denecek kadar az her zaman file takýlý olmalý 10 dk batarya çöp  Ses kalitesi hiç yok sesi çok az çýkýyor 100 seste bile gürültülü ortamda zor duyarsýn  Fan sesi resmen uçak belki oyun bilgisayarý için normal olabilir  Vereceðiniz parayý kesinlikle karþýlamýyor  Tavsiye etmiyorum iade edeceðim,0
Ürün yaklaþýk bir buçuk aydýr elimde  Ve size þunu söyleyebilirim aþýrý derece ýsýnma sýkýntýsý var  Öyle ki yarým saat rdr2 gibi bir oyunu oynadýktan sonra bilgisayar mavi ekran verip kendini korumaya alýp kapatýyor  Ýþlemci aþýrý ýsýnýyor  Ben almanýzý tavsiye etmem þimdi garantiye yollayacaðým ve 23 gün bilgisayarsýz kalacaðým ,0
RTX 4060 ekran kartý bu fiyata çok iyi  ram 8x2 ama 64 desteði çok iyi  çok hafif ve ince çerceve  ssd idare eder ama ikinci bir slot var çok iyi  tek eksisi benim aldýðým üründe sorun olabilir bu nedenle Oyun oynarken CPU aþýrý ýsýnýyor  GPU da böyle bir sorun yok  klavye ingilizce  türkçe olsaydý çok daha iyi olurdu  Ram ve ssd ekledim  ýsýnma sorunu ve mavi ekran hatasý devam ediyor  ürünü iade edebileceðimi belirtti hepsi burada klavyede ssd ve ram aldým bu bilgisayar için o nedenle onarýlmasýný istedim  CPU sorunu olmasa fiyat performans kapsamýnda on numara bilgisayar  onarýmdan sonra yorumumu güncelleyeceðim  sorun düzelirse 5 yýldýz vereceðim,0
Ürün elime çok hýzlý ulaþtý ancak  Ürün herhangi bir oyuna girer girmez inanýlmaz bir fan sesi ile karþýlýyor sizi takýntýsý olana gelmez  En üst grafiklerde valorantta 200-260 fps verdi bana garip geldi ben 1660ti kullanýrkende ayný fpsi alýyordum   Tuþ renkleri tek renk olarak drðiþiyor ama çok gücsüz  Ayrýca bilgisayarýn malzeme kalitesi oldukca kalitesiz eski casperler gibi oldukca alt seviye öalzeme kullanýlmýþ  Bataryasý sýfýr laptop gibi gelmedi bana normal internet dolaþýmýnda oyunsuz 50 dk civarý gidiyor son nesil laptopa göre bana çok az geldi ,0
